"id","username","location","relationship_type","target"
567,"karilakefanpage","","following","sap1jep3"
568,"azsarah_1","Scottsdale AZ","following","sap1jep3"
569,"realauntbea","commifornia","following","sap1jep3"
570,"buffalo3","","following","sap1jep3"
571,"repcawthorn","","following","sap1jep3"
572,"kashscorner","","following","sap1jep3"
573,"boisemarinemom","Idaho, USA","following","sap1jep3"
574,"roadkill55","","following","sap1jep3"
575,"dorcaslol","🇺🇸","following","sap1jep3"
576,"kidrockofficial","Nashville, TN","following","sap1jep3"
577,"nigel_farage","","following","sap1jep3"
578,"maureen_bannon","","following","sap1jep3"
579,"p_mcculloughmd","Dallas, Texas USA","following","sap1jep3"
580,"mrddmia","","following","sap1jep3"
581,"pathenry1781","SouthEast","following","sap1jep3"
582,"maga45smp","","following","sap1jep3"
583,"carolmswain","Nashville, TN","following","sap1jep3"
584,"droz","Huntingdon Valley, PA","following","sap1jep3"
585,"thepatriotsusa","","following","sap1jep3"
586,"senronjohnson","Oshkosh, WI","following","sap1jep3"
587,"america54","New York, NY","following","sap1jep3"
588,"louderwithcrowder","United States","following","sap1jep3"
589,"whiterook_over","Arizona Territory","following","sap1jep3"
590,"judiegetrdunred","","following","sap1jep3"
591,"chiefsfanlaura","Tucson, AZ","following","sap1jep3"
592,"mediamaker","Orion","following","sap1jep3"
593,"ray11262","Kansas, usa","following","sap1jep3"
594,"logangirl","Jax girl Florida 💙🤍❤️","following","sap1jep3"
595,"jkline","","following","sap1jep3"
596,"silkyone11","USA patriot in MD.","following","sap1jep3"
597,"263272358","brasil","follower","offthepress"
598,"manguscolor","Texas","follower","offthepress"
599,"buckingoodtime","","follower","offthepress"
600,"youerpai","","follower","offthepress"
601,"iowariley","","follower","offthepress"
602,"mypitbali","","follower","offthepress"
603,"mysisterpatty","","follower","offthepress"
604,"mariag666","Florida","follower","offthepress"
605,"avacadotree3","50th State","follower","offthepress"
606,"scorpiat","Colorado","follower","offthepress"
607,"hooligun","","follower","offthepress"
608,"d7tuen0n5mtmghe","新中国联邦","follower","offthepress"
609,"john771123","","follower","offthepress"
610,"namei","","follower","offthepress"
611,"hanyao","","follower","offthepress"
612,"weiwei_","","follower","offthepress"
613,"liekiller23","North Central USA","follower","offthepress"
614,"matureslowly","","follower","offthepress"
615,"jenwvchik","WV","follower","offthepress"
616,"gsports","","follower","offthepress"
617,"shuanger","","follower","offthepress"
618,"ouxianxiufu","","follower","offthepress"
619,"binbin_","","follower","offthepress"
620,"wisnev","","follower","offthepress"
621,"cbrohl","","follower","offthepress"
622,"annewenhua2023","","follower","offthepress"
623,"csisson74","","follower","offthepress"
624,"adsalesjr68","Salvador, Bahia, Brasil","follower","offthepress"
625,"omniahy","Egypt","follower","offthepress"
626,"theswordofomens","Thundera","follower","offthepress"
627,"ktb8b9","","follower","offthepress"
628,"alfusco","","follower","offthepress"
629,"mohammed_shameem","Bangladesh","follower","offthepress"
630,"christianorms","Billings, MT","follower","offthepress"
631,"bingdian","","follower","offthepress"
632,"shandai_3557","","follower","offthepress"
633,"debra007","🇺🇸 USA 🇺🇸","follower","offthepress"
634,"pajessup2022","Atlanta, GA","follower","offthepress"
635,"xixi_","","follower","offthepress"
636,"feifei","","follower","offthepress"
637,"lonestargirl","Dallas, Texas","follower","offthepress"
638,"obxnc2","","follower","offthepress"
639,"nlynns","New Jersey","follower","offthepress"
640,"crm1776","N. Chesterfield, VA","follower","offthepress"
641,"crazyosage1211","","follower","offthepress"
642,"aktommorow1","Alaska","follower","offthepress"
643,"hjstewart","","follower","offthepress"
644,"jessicatsui999","","follower","offthepress"
645,"alaskalove7","EEUU","follower","offthepress"
646,"krone_schwan","Reutlingen Germany","follower","offthepress"
647,"gettr","New York, NY","following","offthepress"
648,"georgialogcabin","Georgia, USA","following","offthepress"
649,"senronjohnson","Oshkosh, WI","following","offthepress"
650,"repyvette","New Mexico","following","offthepress"
651,"elisestefanik","#NY21","following","offthepress"
652,"jackposobiec","Wuhan Lab Rm 7","following","offthepress"
653,"droz","Huntingdon Valley, PA","following","offthepress"
654,"chanelrion","","following","offthepress"
655,"repcawthorn","","following","offthepress"
656,"jimbanks","Columbia City, Indiana","following","offthepress"
657,"russvought","","following","offthepress"
658,"senkevincramer","","following","offthepress"
659,"ryanafournier","Washington, DC","following","offthepress"
660,"mikelindell","USA","following","offthepress"
661,"jillie_alexis","Washington, DC","following","offthepress"
662,"justthenews","","following","offthepress"
663,"enesfreedom","","following","offthepress"
664,"emmabennett","Washington, DC","following","offthepress"
665,"thetruthgazette","📲TEXT ME: (205)-255-9375","following","offthepress"
666,"seanhannity","NYC","following","offthepress"
667,"armastrangelo","Cleveland, OH","following","offthepress"
668,"theisabelbrown","Miami, FL","following","offthepress"
669,"mirnatarraf","Washington, D.C.","following","offthepress"
670,"logcabingop","Washington, DC","following","offthepress"
671,"leezeldin","Shirley, L.I., NY","following","offthepress"
672,"dangainor","Reston, VA.","following","offthepress"
673,"evavlaar","","following","offthepress"
674,"45statements","","following","offthepress"
675,"tuckercarlson","Washington, DC","following","offthepress"
676,"josephcurl","","following","offthepress"
677,"dailysignal","Washington, DC","following","offthepress"
678,"theblaze","Dallas, TX","following","offthepress"
679,"kilmeade","nyc","following","offthepress"
680,"repmattgaetz","Florida's First District","following","offthepress"
681,"kayleighmcenany","","following","offthepress"
682,"joerogan","","following","offthepress"
683,"seanduffywi","","following","offthepress"
684,"reptroynehls","","following","offthepress"
685,"thejordanrachel","IG: OfficialJordanRachel","following","offthepress"
686,"mariabartiromo","New York, NY","following","offthepress"
687,"karrin4arizona","Arizona","following","offthepress"
688,"rcamposduffy","Wausau, Wisconsin","following","offthepress"
689,"firstladytrump","","following","offthepress"
690,"jairbolsonaro","Brasília, Brasil","following","offthepress"
691,"a1policy","","following","offthepress"
692,"soulplace","","following","offthepress"
693,"brianhyount","United States 🇺🇸","following","offthepress"
694,"timmurtaugh","Alexandria, VA","following","offthepress"
695,"raheemkassam","","following","offthepress"
696,"harlan","","following","offthepress"
697,"onpassive","Kansas City Mo, USA","follower","ds65144"
698,"tboneheath","Columbia, SC","follower","ds65144"
699,"wgcwgh","日本","follower","ds65144"
700,"dawnfreedom","Texas panhandle","follower","ds65144"
701,"skybaby4848","Minnesota","follower","ds65144"
702,"misfit_media","","follower","ds65144"
703,"xxh596288","","follower","ds65144"
704,"islam_1445","","follower","ds65144"
705,"lixiaoyu","","follower","ds65144"
706,"blessedpapa","wisconsin","follower","ds65144"
707,"yandongwang","","follower","ds65144"
708,"titerizianamorgan","Washington State","follower","ds65144"
709,"blessedbygod","","follower","ds65144"
710,"carriekuhel01","New York","follower","ds65144"
711,"chaximus777","COLORADO","follower","ds65144"
712,"kenflorida","Florida","follower","ds65144"
713,"amyjoseph","chicago il united states","follower","ds65144"
714,"mylah","","follower","ds65144"
715,"milesliyao","","follower","ds65144"
716,"betty_3743","","follower","ds65144"
717,"a_grain_of_dust","USA🇺🇸","follower","ds65144"
718,"wiscrapidfire","L.Tomahawk/ Minocqua. Wisc.","follower","ds65144"
719,"budez","Okla","follower","ds65144"
720,"yelihuan","","follower","ds65144"
721,"plastered","Florida","follower","ds65144"
722,"captjk","USA","follower","ds65144"
723,"johnfal76","","follower","ds65144"
724,"miles007","New Federal State of China","follower","ds65144"
725,"joedwrench","New York","follower","ds65144"
726,"djaster","Michigan","follower","ds65144"
727,"floid_5_5","","follower","ds65144"
728,"bobmichel2","","follower","ds65144"
729,"christusdominus","DFW, TEXAS 🇺🇸🇺🇸","follower","ds65144"
730,"sakula","NFSC","follower","ds65144"
731,"rick79","Phoenix","follower","ds65144"
732,"chefchefovh","Usa","follower","ds65144"
733,"tonyswales","Scarborough🇬🇧","follower","ds65144"
734,"azpossee100","","follower","ds65144"
735,"brendangav","Ireland","follower","ds65144"
736,"4mttrex01","Montana","follower","ds65144"
737,"thinkingbird","","follower","ds65144"
738,"mouse85","","follower","ds65144"
739,"texaspb","Texas Houston","follower","ds65144"
740,"shinjulee","","follower","ds65144"
741,"pittforlife1617","🦅🇺🇸🦅","follower","ds65144"
742,"nomarxisthere","","follower","ds65144"
743,"kchafin","","follower","ds65144"
744,"scottinmo","Missouri","follower","ds65144"
745,"m082951","","follower","ds65144"
746,"jane747","Northern New Jersey","follower","ds65144"
747,"wrigleyluke","Wisconsin","following","ds65144"
748,"djbhoffman638898","","following","ds65144"
749,"biggens911","West TN","following","ds65144"
750,"redapplerelic","Washington  state","following","ds65144"
751,"s_krater","","following","ds65144"
752,"johnfal76","","following","ds65144"
753,"dbl55555","","following","ds65144"
754,"rpearce1256","","following","ds65144"
755,"mang_rick","","following","ds65144"
756,"stillbar","","following","ds65144"
757,"stmyles","","following","ds65144"
758,"joework","Washington","following","ds65144"
759,"coven1","","following","ds65144"
760,"delbert_0871","","following","ds65144"
761,"ghosttothepost","","following","ds65144"
762,"christusdominus","DFW, TEXAS 🇺🇸🇺🇸","following","ds65144"
763,"getjanet","","following","ds65144"
764,"azpossee100","","following","ds65144"
765,"tonyswales","Scarborough🇬🇧","following","ds65144"
766,"jmj256","Ohio","following","ds65144"
767,"lindaonlineusa","Pacific Northwest.","following","ds65144"
768,"mtolton","Alberta, Canada","following","ds65144"
769,"chaximus777","COLORADO","following","ds65144"
770,"4mttrex01","Montana","following","ds65144"
771,"iowariley","","following","ds65144"
772,"jamiethy","","following","ds65144"
773,"brendangav","Ireland","following","ds65144"
774,"jessicatregeon246","Dallas Texas","following","ds65144"
775,"diogenessearch","","following","ds65144"
776,"thinkingbird","","following","ds65144"
777,"mark155069","","following","ds65144"
778,"ncalovini_5","","following","ds65144"
779,"scottinmo","Missouri","following","ds65144"
780,"johnny7773","","following","ds65144"
781,"aveteran2","Western Hemisphere","following","ds65144"
782,"mikewhiskey68","New Mexico","following","ds65144"
783,"catlady16","null","following","ds65144"
784,"dixon7","south carolina","following","ds65144"
785,"rossv1947","","following","ds65144"
786,"matthew27","","following","ds65144"
787,"truejustice","","following","ds65144"
788,"realgeorgel","Somewhere In Eternity","following","ds65144"
789,"juanjuan14","","following","ds65144"
790,"mrrebel","","following","ds65144"
791,"amazngrace","Plains,MT","following","ds65144"
792,"srooney","","following","ds65144"
793,"hvagrant44","Burnsville, NC","following","ds65144"
794,"imalilr1774","","following","ds65144"
795,"kchafin","","following","ds65144"
796,"frankiebaby","N. Ireland","following","ds65144"
797,"onpassivesolutions","Kansas City Mo, USA","follower","fuzzylogic"
798,"jessk2022","","follower","fuzzylogic"
799,"mrperilla","","follower","fuzzylogic"
800,"piggy74","","follower","fuzzylogic"
801,"sakurami","东京","follower","fuzzylogic"
802,"yandongwang","","follower","fuzzylogic"
803,"thinkingbird","","follower","fuzzylogic"
804,"udokaofaieli","","follower","fuzzylogic"
805,"milesliyao","","follower","fuzzylogic"
806,"lixiaoyu","","follower","fuzzylogic"
807,"xueshanxing","","follower","fuzzylogic"
808,"mifenggonzhu","","follower","fuzzylogic"
809,"gfanshen","","follower","fuzzylogic"
810,"jabber2","","follower","fuzzylogic"
811,"xsfh2021","","follower","fuzzylogic"
812,"yelihuan","","follower","fuzzylogic"
813,"mitchellgreen230","Nashville Tennessee","follower","fuzzylogic"
814,"miles007","New Federal State of China","follower","fuzzylogic"
815,"marklisa","Florida","follower","fuzzylogic"
816,"jlconboy","USA","follower","fuzzylogic"
817,"bnelson740","","follower","fuzzylogic"
818,"jimmylst","","follower","fuzzylogic"
819,"damnglad","New York","follower","fuzzylogic"
820,"pamelaconnor094","Raleigh, NC","follower","fuzzylogic"
821,"gracyhart51","Miami","follower","fuzzylogic"
822,"fixamericanow","USA","follower","fuzzylogic"
823,"xxh596288","","follower","fuzzylogic"
824,"q_7777","","follower","fuzzylogic"
825,"daoai","","follower","fuzzylogic"
826,"guifeng","","follower","fuzzylogic"
827,"namoamidafo","1.信有西方极乐世界2.想去西方极乐世界3.发菩提心一向专念","follower","fuzzylogic"
828,"huerdao","","follower","fuzzylogic"
829,"letaotao","hufen","follower","fuzzylogic"
830,"bingshanxuelian","","follower","fuzzylogic"
831,"patriotsarealsoguardians","Los Angeles","follower","fuzzylogic"
832,"janeallegretti_55o","","follower","fuzzylogic"
833,"iworkinshadows","Ozarks Mountains of Missouri","follower","fuzzylogic"
834,"emilyspencer","Florida","follower","fuzzylogic"
835,"lzlgjun","大陆","follower","fuzzylogic"
836,"steven2025","","follower","fuzzylogic"
837,"laoqiang","","follower","fuzzylogic"
838,"xiatiandeyu","我们有同一个目标就是干倒CCP。","follower","fuzzylogic"
839,"wiscrapidfire","L.Tomahawk/ Minocqua. Wisc.","follower","fuzzylogic"
840,"pilimiegong","","follower","fuzzylogic"
841,"mosplpes","","follower","fuzzylogic"
842,"katuya_8010","","follower","fuzzylogic"
843,"victoriahithermann685","📍Monaco 🇲🇨 London 🇬🇧","follower","fuzzylogic"
844,"anna_5595","Los Angeles","follower","fuzzylogic"
845,"jaygol","","follower","fuzzylogic"
846,"linli","https://himalaya.exchange","follower","fuzzylogic"
847,"fixamericanow","USA","following","fuzzylogic"
848,"gracyhart51","Miami","following","fuzzylogic"
849,"jaygol","","following","fuzzylogic"
850,"rmcoapman","Oklahoma","following","fuzzylogic"
851,"itsme_justmike","Proud Floridian","following","fuzzylogic"
852,"omafedup08","idaho","following","fuzzylogic"
853,"petey009","Florida","following","fuzzylogic"
854,"jessica_peter20","USA","following","fuzzylogic"
855,"macae","Macaé-RJ-Brasil.","following","fuzzylogic"
